comment_Kyle,comment_checker,initials_extractor,title,doi,url,journal,study_id,exp_id,exp2_id,assay_id,assay2_id,species_english,species_latin,source,sex,pesticide,pesticide_grade,cas_id,cas_id_comment,pesticide_chemical_class,dosage,dosage_unit,duration,duration_unit,control_solvent,temperature,temperature_unit,behaviour_measured,behaviour_measured_standardised,behaviour_assay,behavioural_assay_standardised,effect_direction,data_source,data_file,control_effective_n,control_shoal_n,control_fish_n,control_n,control_mean,control_sd,control_shoal_sd,control_fish_sd,control_se,statistics_comment_control,sample_size_comment_control,treatment_effective_n,treatment_shoal_n,treatment_fish_n,treatment_n,treatment_mean,treatment_sd,treatment_shoal_sd,treatment_fish_sd,treatment_se,statistics_comment_treatment,sample_size_comment_treatment,contact_author,contacted_date,contact_response,contact_comments
,,KM,Household based-pyrethroids on adult zebrafish (Danio rerio) exert behavioral and cholinergic changes in different brain regions,10.1016/j.neuro.2023.02.011,https://www.sciencedirect.com/science/article/pii/S0161813X23000323?via%3Dihub,Neurotoxicology,tamagno_2023,tamagno_2023_exp_001,tamagno_2023_exp2_001,tamagno_2023_exp_001_assay_001,tamagno_2023_exp2_001_assay2_001,zebrafish,Danio rerio,laboratory stock from not specified source,not reported ,prallethrin ,commercial  ,23031-36-9,https://commonchemistry.cas.org/detail?cas_rn=23031-36-9&search=prallethrin,pyrethroid,not reported,not reported,7,days,not reported ,28,celsius,social interaction,sociality,time in conspecific segment ,time spent in social zone,NA,fig3b,tamagno_2023_fig3b,NA,NA,NA,NA,79.19728731,NA,NA,NA,7.943262411,study reports mean and se but no sample size,no sample size reported,NA,NA,NA,NA,62.60172776,NA,NA,NA,5.644208038,study reports mean and se but no sample size,no sample size reported,,,,
,,KM,Household based-pyrethroids on adult zebrafish (Danio rerio) exert behavioral and cholinergic changes in different brain regions,10.1016/j.neuro.2023.02.011,https://www.sciencedirect.com/science/article/pii/S0161813X23000323?via%3Dihub,Neurotoxicology,tamagno_2023,tamagno_2023_exp_002,tamagno_2023_exp2_002,tamagno_2023_exp_002_assay_001,tamagno_2023_exp2_002_assay2_001,zebrafish,Danio rerio,laboratory stock from not specified source,not reported ,prallethrin ,commercial  ,23031-36-9,https://commonchemistry.cas.org/detail?cas_rn=23031-36-9&search=prallethrin,pyrethroid,not reported,not reported,7,days,not reported ,28,celsius,social interaction,sociality,time in conspecific segment ,time spent in social zone,NA,fig3b,tamagno_2023_fig3b,NA,NA,NA,NA,79.19728731,NA,NA,NA,7.943262411,study reports mean and se but no sample size,no sample size reported,NA,NA,NA,NA,33.47761429,NA,NA,NA,6.885933806,study reports mean and se but no sample size,no sample size reported,,,,
,,KM,Household based-pyrethroids on adult zebrafish (Danio rerio) exert behavioral and cholinergic changes in different brain regions,10.1016/j.neuro.2023.02.011,https://www.sciencedirect.com/science/article/pii/S0161813X23000323?via%3Dihub,Neurotoxicology,tamagno_2023,tamagno_2023_exp_003,tamagno_2023_exp2_003,tamagno_2023_exp_003_assay_001,tamagno_2023_exp2_003_assay2_001,zebrafish,Danio rerio,laboratory stock from not specified source,not reported ,transfluthrin,commercial  ,118712-89-3,https://commonchemistry.cas.org/detail?cas_rn=118712-89-3&search=transfluthrin,pyrethroid,not reported,not reported,7,days,not reported ,28,celsius,social interaction,sociality,time in conspecific segment ,time spent in social zone,NA,fig3b,tamagno_2023_fig3b,NA,NA,NA,NA,79.19728731,NA,NA,NA,7.943262411,study reports mean and se but no sample size,no sample size reported,NA,NA,NA,NA,39.69891726,NA,NA,NA,8.441489362,study reports mean and se but no sample size,no sample size reported,,,,
,,KM,Household based-pyrethroids on adult zebrafish (Danio rerio) exert behavioral and cholinergic changes in different brain regions,10.1016/j.neuro.2023.02.011,https://www.sciencedirect.com/science/article/pii/S0161813X23000323?via%3Dihub,Neurotoxicology,tamagno_2023,tamagno_2023_exp_004,tamagno_2023_exp2_004,tamagno_2023_exp_004_assay_001,tamagno_2023_exp2_004_assay2_001,zebrafish,Danio rerio,laboratory stock from not specified source,not reported ,transfluthrin,commercial  ,118712-89-3,https://commonchemistry.cas.org/detail?cas_rn=118712-89-3&search=transfluthrin,pyrethroid,not reported,not reported,7,days,not reported ,28,celsius,social interaction,sociality,time in conspecific segment ,time spent in social zone,NA,fig3b,tamagno_2023_fig3b,NA,NA,NA,NA,79.19728731,NA,NA,NA,7.943262411,study reports mean and se but no sample size,no sample size reported,NA,NA,NA,NA,49.24147045,NA,NA,NA,8.196808511,study reports mean and se but no sample size,no sample size reported,,,,
Four fish of each concentration were placed in the aquarium and were kept for 1 min during the acclimatization period.,,KM,Household based-pyrethroids on adult zebrafish (Danio rerio) exert behavioral and cholinergic changes in different brain regions,10.1016/j.neuro.2023.02.011,https://www.sciencedirect.com/science/article/pii/S0161813X23000323?via%3Dihub,Neurotoxicology,tamagno_2023,tamagno_2023_exp_001,tamagno_2023_exp2_005,tamagno_2023_exp_001_assay_002,tamagno_2023_exp2_005_assay2_001,zebrafish,Danio rerio,laboratory stock from not specified source,not reported ,prallethrin ,commercial  ,23031-36-9,https://commonchemistry.cas.org/detail?cas_rn=23031-36-9&search=prallethrin,pyrethroid,not reported,not reported,7,days,not reported ,28,celsius,shoaling test,collective behaviour ,distance among fish in a shoal ,group arrangment ,change,fig4,tamagno_2023_fig4,1.6,1,4,4,10.89549911,1.028645834,0.514322917,1.028645834,0.514322917,study reports mean and se,Four fish of each concentration were placed in the aquarium and were kept for 1 min during the acclimatization period.,1.6,1,4,4,16.05702015,1.527430556,0.763715278,1.527430556,0.763715278,study reports mean and se but no sample size,no sample size reported,,,,
Four fish of each concentration were placed in the aquarium and were kept for 1 min during the acclimatization period.,,KM,Household based-pyrethroids on adult zebrafish (Danio rerio) exert behavioral and cholinergic changes in different brain regions,10.1016/j.neuro.2023.02.011,https://www.sciencedirect.com/science/article/pii/S0161813X23000323?via%3Dihub,Neurotoxicology,tamagno_2023,tamagno_2023_exp_002,tamagno_2023_exp2_006,tamagno_2023_exp_002_assay_002,tamagno_2023_exp2_006_assay2_001,zebrafish,Danio rerio,laboratory stock from not specified source,not reported ,prallethrin ,commercial  ,23031-36-9,https://commonchemistry.cas.org/detail?cas_rn=23031-36-9&search=prallethrin,pyrethroid,not reported,not reported,7,days,not reported ,28,celsius,shoaling test,collective behaviour ,distance among fish in a shoal ,group arrangment ,change,fig4,tamagno_2023_fig4,1.6,1,4,4,10.89549911,1.028645834,0.514322917,1.028645834,0.514322917,study reports mean and se,Four fish of each concentration were placed in the aquarium and were kept for 1 min during the acclimatization period.,1.6,1,4,4,16.13528195,1.444444444,0.722222222,1.444444444,0.722222222,study reports mean and se but no sample size,no sample size reported,,,,
Four fish of each concentration were placed in the aquarium and were kept for 1 min during the acclimatization period.,,KM,Household based-pyrethroids on adult zebrafish (Danio rerio) exert behavioral and cholinergic changes in different brain regions,10.1016/j.neuro.2023.02.011,https://www.sciencedirect.com/science/article/pii/S0161813X23000323?via%3Dihub,Neurotoxicology,tamagno_2023,tamagno_2023_exp_003,tamagno_2023_exp2_007,tamagno_2023_exp_003_assay_002,tamagno_2023_exp2_007_assay2_001,zebrafish,Danio rerio,laboratory stock from not specified source,not reported ,transfluthrin,commercial  ,118712-89-3,https://commonchemistry.cas.org/detail?cas_rn=118712-89-3&search=transfluthrin,pyrethroid,not reported,not reported,7,days,not reported ,28,celsius,shoaling test,collective behaviour ,distance among fish in a shoal ,group arrangment ,change,fig4,tamagno_2023_fig4,1.6,1,4,4,10.89549911,1.028645834,0.514322917,1.028645834,0.514322917,study reports mean and se,Four fish of each concentration were placed in the aquarium and were kept for 1 min during the acclimatization period.,1.6,1,4,4,15.35414172,1.4875,0.74375,1.4875,0.74375,study reports mean and se but no sample size,no sample size reported,,,,
Four fish of each concentration were placed in the aquarium and were kept for 1 min during the acclimatization period.,,KM,Household based-pyrethroids on adult zebrafish (Danio rerio) exert behavioral and cholinergic changes in different brain regions,10.1016/j.neuro.2023.02.011,https://www.sciencedirect.com/science/article/pii/S0161813X23000323?via%3Dihub,Neurotoxicology,tamagno_2023,tamagno_2023_exp_004,tamagno_2023_exp2_008,tamagno_2023_exp_004_assay_002,tamagno_2023_exp2_008_assay2_001,zebrafish,Danio rerio,laboratory stock from not specified source,not reported ,transfluthrin,commercial  ,118712-89-3,https://commonchemistry.cas.org/detail?cas_rn=118712-89-3&search=transfluthrin,pyrethroid,not reported,not reported,7,days,not reported ,28,celsius,shoaling test,collective behaviour ,distance among fish in a shoal ,group arrangment ,change,fig4,tamagno_2023_fig4,1.6,1,4,4,10.89549911,1.028645834,0.514322917,1.028645834,0.514322917,study reports mean and se,Four fish of each concentration were placed in the aquarium and were kept for 1 min during the acclimatization period.,1.6,1,4,4,16.31483688,1.333333334,0.666666667,1.333333334,0.666666667,study reports mean and se but no sample size,no sample size reported,,,,
,,KM,Effects of Acrobat MZ® and Tattoo C® on Japanese medaka (Oryzias latipes) development and adult male behavior,10.1016/S0166-445X(00)00124-7,https://www.sciencedirect.com/science/article/pii/S0166445X00001247,Aquatic Toxicology,teather_2001,teather_2001_exp_001,teather_2001_exp2_001,teather_2001_exp_001_assay_001,teather_2001_exp2_001_assay_001,Japanese medaka,Oryzias latipes,not reported ,male ,acrobat,commercial  ,not available,not available,not available,0.4,mg/L,28,days,none,25,celsius,courting,courtship,number of approaches to female,frequency of courtship behaviour,NA,fig3a,teather_2001_fig3a,NA,NA,NA,20,51.1581869,38.33557206,NA,NA,8.572094508,study reports mean and se ,exact sample size provided in text (Section 2.3.1),NA,NA,NA,20,34.32677287,26.29935788,NA,NA,5.880715198,study reports mean and se ,exact sample size provided in text (Section 2.3.1),,,,
,,KM,Effects of Acrobat MZ® and Tattoo C® on Japanese medaka (Oryzias latipes) development and adult male behavior,10.1016/S0166-445X(00)00124-8,https://www.sciencedirect.com/science/article/pii/S0166445X00001247,Aquatic Toxicology,teather_2001,teather_2001_exp_002,teather_2001_exp2_002,teather_2001_exp_002_assay_001,teather_2001_exp2_002_assay_001,Japanese medaka,Oryzias latipes,not reported ,male ,acrobat,commercial  ,not available,not available,not available,1,mg/L,28,days,none,25,celsius,courting,courtship,number of approaches to female,frequency of courtship behaviour,NA,fig3a,teather_2001_fig3a,NA,NA,NA,20,51.1581869,38.33557206,NA,NA,8.572094508,study reports mean and se ,exact sample size provided in text (Section 2.3.1),NA,NA,NA,20,17.12015863,10.56143073,NA,NA,2.361607705,study reports mean and se ,exact sample size provided in text (Section 2.3.1),,,,
,,KM,Effects of Acrobat MZ® and Tattoo C® on Japanese medaka (Oryzias latipes) development and adult male behavior,10.1016/S0166-445X(00)00124-9,https://www.sciencedirect.com/science/article/pii/S0166445X00001247,Aquatic Toxicology,teather_2001,teather_2001_exp_003,teather_2001_exp2_003,teather_2001_exp_003_assay_001,teather_2001_exp2_003_assay_001,Japanese medaka,Oryzias latipes,not reported ,male ,acrobat,commercial  ,not available,not available,not available,2,mg/L,28,days,none,25,celsius,courting,courtship,number of approaches to female,frequency of courtship behaviour,NA,fig3a,teather_2001_fig3a,NA,NA,NA,20,51.1581869,38.33557206,NA,NA,8.572094508,study reports mean and se ,exact sample size provided in text (Section 2.3.1),NA,NA,NA,20,14.06974868,18.48250378,NA,NA,4.132813484,study reports mean and se ,exact sample size provided in text (Section 2.3.1),,,,
,,KM,Effects of Acrobat MZ® and Tattoo C® on Japanese medaka (Oryzias latipes) development and adult male behavior,10.1016/S0166-445X(00)00124-10,https://www.sciencedirect.com/science/article/pii/S0166445X00001247,Aquatic Toxicology,teather_2001,teather_2001_exp_004,teather_2001_exp2_004,teather_2001_exp_004_assay_001,teather_2001_exp2_004_assay_001,Japanese medaka,Oryzias latipes,not reported ,male ,tattoo c ,commercial  ,not available,not available,not available,0.04,mg/L,28,days,none,25,celsius,courting,courtship,number of approaches to female,frequency of courtship behaviour,NA,fig3b,teather_2001_fig3b,NA,NA,NA,20,51.15629939,38.3404452,NA,NA,8.573184176,study reports mean and se ,exact sample size provided in text (Section 2.3.1),NA,NA,NA,20,22.58388145,28.86876867,NA,NA,6.455252918,study reports mean and se ,exact sample size provided in text (Section 2.3.1),,,,
,,KM,Effects of Acrobat MZ® and Tattoo C® on Japanese medaka (Oryzias latipes) development and adult male behavior,10.1016/S0166-445X(00)00124-11,https://www.sciencedirect.com/science/article/pii/S0166445X00001247,Aquatic Toxicology,teather_2001,teather_2001_exp_005,teather_2001_exp2_005,teather_2001_exp_005_assay_001,teather_2001_exp2_005_assay_001,Japanese medaka,Oryzias latipes,not reported ,male ,tattoo c ,commercial  ,not available,not available,not available,0.1,mg/L,28,days,none,25,celsius,courting,courtship,number of approaches to female,frequency of courtship behaviour,NA,fig3b,teather_2001_fig3b,NA,NA,NA,20,51.15629939,38.3404452,NA,NA,8.573184176,study reports mean and se ,exact sample size provided in text (Section 2.3.1),NA,NA,NA,20,30.08919909,40.09551205,NA,NA,8.965629053,study reports mean and se ,exact sample size provided in text (Section 2.3.1),,,,
,,KM,Effects of Acrobat MZ® and Tattoo C® on Japanese medaka (Oryzias latipes) development and adult male behavior,10.1016/S0166-445X(00)00124-12,https://www.sciencedirect.com/science/article/pii/S0166445X00001247,Aquatic Toxicology,teather_2001,teather_2001_exp_006,teather_2001_exp2_006,teather_2001_exp_006_assay_001,teather_2001_exp2_006_assay_001,Japanese medaka,Oryzias latipes,not reported ,male ,tattoo c ,commercial  ,not available,not available,not available,0.2,mg/L,28,days,none,25,celsius,courting,courtship,number of approaches to female,frequency of courtship behaviour,NA,fig3b,teather_2001_fig3b,NA,NA,NA,20,51.15629939,38.3404452,NA,NA,8.573184176,study reports mean and se ,exact sample size provided in text (Section 2.3.1),NA,NA,NA,20,20.95427899,22.190582,NA,NA,4.961964981,study reports mean and se ,exact sample size provided in text (Section 2.3.1),,,,
,,KM,Molecular Mechanisms of Tebuconazole Affecting the Social Behavior and Reproduction of Zebrafish, 10.3390/ijerph20053928,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10002025/#:~:text=Consequently%2C%20TEB%20might%20influence%20the,affecting%20the%20reproduction%20of%20zebrafish.",Environmental Research and Public Health,yan_2023,yan_2023_exp_001,yan_2023_exp2_001,yan_2023_exp_001_assay_001,yan_2023_exp2_001_assay2_001,zebrafish ,Danio rerio ,commercial supplier,female,tebuconazole,analytical,107534-96-3,in paper,triazole,0.4,mg/L,21,days,none,27,celsius,social interaction,sociality,number of contacts,frequency of social behaviour,NA,fig4d,yan_2023_fig4d,NA,NA,NA,16,5.070177837,2.007272727,NA,NA,0.501818182,study reports mean and se ,exact sample size provided,NA,NA,NA,16,2.076572821,1.003636364,NA,NA,0.250909091,study reports mean and se ,exact sample size provided,,,,
,,KM,Molecular Mechanisms of Tebuconazole Affecting the Social Behavior and Reproduction of Zebrafish, 10.3390/ijerph20053928,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10002025/#:~:text=Consequently%2C%20TEB%20might%20influence%20the,affecting%20the%20reproduction%20of%20zebrafish.",Environmental Research and Public Health,yan_2023,yan_2023_exp_001,yan_2023_exp2_001,yan_2023_exp_001_assay_002,yan_2023_exp2_001_assay2_002,zebrafish ,Danio rerio ,commercial supplier,female,tebuconazole,analytical,107534-96-3,in paper,triazole,0.4,mg/L,21,days,DMSO ,27,celsius,social interaction,sociality,number of contacts,frequency of social behaviour,NA,fig4d,yan_2023_fig4d,NA,NA,NA,16,3.080209185,1.834231975,NA,NA,0.458557994,study reports mean and se ,exact sample size provided,NA,NA,NA,16,2.076572821,1.003636364,NA,NA,0.250909091,study reports mean and se ,exact sample size provided,,,,
,,KM,Molecular Mechanisms of Tebuconazole Affecting the Social Behavior and Reproduction of Zebrafish, 10.3390/ijerph20053928,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10002025/#:~:text=Consequently%2C%20TEB%20might%20influence%20the,affecting%20the%20reproduction%20of%20zebrafish.",Environmental Research and Public Health,yan_2023,yan_2023_exp_002,yan_2023_exp2_002,yan_2023_exp_002_assay_001,yan_2023_exp2_002_assay2_001,zebrafish ,Danio rerio ,commercial supplier,female,tebuconazole,analytical,107534-96-3,in paper,triazole,0.8,mg/L,21,days,none,27,celsius,social interaction,sociality,number of contacts,frequency of social behaviour,NA,fig4d,yan_2023_fig4d,NA,NA,NA,16,5.070177837,2.007272727,NA,NA,0.501818182,study reports mean and se ,exact sample size provided,NA,NA,NA,16,2.578391003,1.418934169,NA,NA,0.354733542,study reports mean and se ,exact sample size provided,,,,
,,KM,Molecular Mechanisms of Tebuconazole Affecting the Social Behavior and Reproduction of Zebrafish, 10.3390/ijerph20053928,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10002025/#:~:text=Consequently%2C%20TEB%20might%20influence%20the,affecting%20the%20reproduction%20of%20zebrafish.",Environmental Research and Public Health,yan_2023,yan_2023_exp_002,yan_2023_exp2_002,yan_2023_exp_002_assay_002,yan_2023_exp2_002_assay2_002,zebrafish ,Danio rerio ,commercial supplier,female,tebuconazole,analytical,107534-96-3,in paper,triazole,0.8,mg/L,21,days,DMSO ,27,celsius,social interaction,sociality,number of contacts,frequency of social behaviour,NA,fig4d,yan_2023_fig4d,NA,NA,NA,16,3.080209185,1.834231975,NA,NA,0.458557994,study reports mean and se ,exact sample size provided,NA,NA,NA,16,2.578391003,1.418934169,NA,NA,0.354733542,study reports mean and se ,exact sample size provided,,,,
,,KM,Molecular Mechanisms of Tebuconazole Affecting the Social Behavior and Reproduction of Zebrafish, 10.3390/ijerph20053928,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10002025/#:~:text=Consequently%2C%20TEB%20might%20influence%20the,affecting%20the%20reproduction%20of%20zebrafish.",Environmental Research and Public Health,yan_2023,yan_2023_exp_003,yan_2023_exp2_003,yan_2023_exp_003_assay_001,yan_2023_exp2_003_assay2_001,zebrafish ,Danio rerio ,commercial supplier,female,tebuconazole,analytical,107534-96-3,in paper,triazole,1.6,mg/L,21,days,none,27,celsius,social interaction,sociality,number of contacts,frequency of social behaviour,NA,fig4d,yan_2023_fig4d,NA,NA,NA,16,5.070177837,2.007272727,NA,NA,0.501818182,study reports mean and se ,exact sample size provided,NA,NA,NA,16,2.340096149,1.168025078,NA,NA,0.29200627,study reports mean and se ,exact sample size provided,,,,
,,KM,Molecular Mechanisms of Tebuconazole Affecting the Social Behavior and Reproduction of Zebrafish, 10.3390/ijerph20053928,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10002025/#:~:text=Consequently%2C%20TEB%20might%20influence%20the,affecting%20the%20reproduction%20of%20zebrafish.",Environmental Research and Public Health,yan_2023,yan_2023_exp_003,yan_2023_exp2_003,yan_2023_exp_003_assay_002,yan_2023_exp2_003_assay2_002,zebrafish ,Danio rerio ,commercial supplier,female,tebuconazole,analytical,107534-96-3,in paper,triazole,1.6,mg/L,21,days,DMSO ,27,celsius,social interaction,sociality,number of contacts,frequency of social behaviour,NA,fig4d,yan_2023_fig4d,NA,NA,NA,16,3.080209185,1.834231975,NA,NA,0.458557994,study reports mean and se ,exact sample size provided,NA,NA,NA,16,2.340096149,1.168025078,NA,NA,0.29200627,study reports mean and se ,exact sample size provided,,,,
,,KM,Molecular Mechanisms of Tebuconazole Affecting the Social Behavior and Reproduction of Zebrafish, 10.3390/ijerph20053928,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10002025/#:~:text=Consequently%2C%20TEB%20might%20influence%20the,affecting%20the%20reproduction%20of%20zebrafish.",Environmental Research and Public Health,yan_2023,yan_2023_exp_004,yan_2023_exp2_004,yan_2023_exp_004_assay_001,yan_2023_exp2_004_assay2_001,zebrafish ,Danio rerio ,commercial supplier,male ,tebuconazole,analytical,107534-96-3,in paper,triazole,0.4,mg/L,21,days,none,27,celsius,social interaction,sociality,number of contacts,frequency of social behaviour,NA,fig4d,yan_2023_fig4d,NA,NA,NA,16,3.59479052,0.92200627,NA,NA,0.230501567,study reports mean and se ,exact sample size provided,NA,NA,NA,16,3.074821868,2.079874608,NA,NA,0.519968652,study reports mean and se ,exact sample size provided,,,,
,,KM,Molecular Mechanisms of Tebuconazole Affecting the Social Behavior and Reproduction of Zebrafish, 10.3390/ijerph20053928,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10002025/#:~:text=Consequently%2C%20TEB%20might%20influence%20the,affecting%20the%20reproduction%20of%20zebrafish.",Environmental Research and Public Health,yan_2023,yan_2023_exp_004,yan_2023_exp2_004,yan_2023_exp_004_assay_002,yan_2023_exp2_004_assay2_002,zebrafish ,Danio rerio ,commercial supplier,male ,tebuconazole,analytical,107534-96-3,in paper,triazole,0.4,mg/L,21,days,DMSO ,27,celsius,social interaction,sociality,number of contacts,frequency of social behaviour,NA,fig4d,yan_2023_fig4d,NA,NA,NA,16,2.560213717,1.243636364,NA,NA,0.310909091,study reports mean and se ,exact sample size provided,NA,NA,NA,16,3.074821868,2.079874608,NA,NA,0.519968652,study reports mean and se ,exact sample size provided,,,,
,,KM,Molecular Mechanisms of Tebuconazole Affecting the Social Behavior and Reproduction of Zebrafish, 10.3390/ijerph20053928,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10002025/#:~:text=Consequently%2C%20TEB%20might%20influence%20the,affecting%20the%20reproduction%20of%20zebrafish.",Environmental Research and Public Health,yan_2023,yan_2023_exp_005,yan_2023_exp2_005,yan_2023_exp_005_assay_001,yan_2023_exp2_005_assay2_001,zebrafish ,Danio rerio ,commercial supplier,male ,tebuconazole,analytical,107534-96-3,in paper,triazole,0.8,mg/L,21,days,none,27,celsius,social interaction,sociality,number of contacts,frequency of social behaviour,NA,fig4d,yan_2023_fig4d,NA,NA,NA,16,3.59479052,0.92200627,NA,NA,0.230501567,study reports mean and se ,exact sample size provided,NA,NA,NA,16,1.729335974,0.793354232,NA,NA,0.198338558,study reports mean and se ,exact sample size provided,,,,
,,KM,Molecular Mechanisms of Tebuconazole Affecting the Social Behavior and Reproduction of Zebrafish, 10.3390/ijerph20053928,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10002025/#:~:text=Consequently%2C%20TEB%20might%20influence%20the,affecting%20the%20reproduction%20of%20zebrafish.",Environmental Research and Public Health,yan_2023,yan_2023_exp_005,yan_2023_exp2_005,yan_2023_exp_005_assay_002,yan_2023_exp2_005_assay2_002,zebrafish ,Danio rerio ,commercial supplier,male ,tebuconazole,analytical,107534-96-3,in paper,triazole,0.8,mg/L,21,days,DMSO ,27,celsius,social interaction,sociality,number of contacts,frequency of social behaviour,NA,fig4d,yan_2023_fig4d,NA,NA,NA,16,2.560213717,1.243636364,NA,NA,0.310909091,study reports mean and se ,exact sample size provided,NA,NA,NA,16,1.729335974,0.793354232,NA,NA,0.198338558,study reports mean and se ,exact sample size provided,,,,
,,KM,Molecular Mechanisms of Tebuconazole Affecting the Social Behavior and Reproduction of Zebrafish, 10.3390/ijerph20053928,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10002025/#:~:text=Consequently%2C%20TEB%20might%20influence%20the,affecting%20the%20reproduction%20of%20zebrafish.",Environmental Research and Public Health,yan_2023,yan_2023_exp_006,yan_2023_exp2_006,yan_2023_exp_006_assay_001,yan_2023_exp2_006_assay2_001,zebrafish ,Danio rerio ,commercial supplier,male ,tebuconazole,analytical,107534-96-3,in paper,triazole,1.6,mg/L,21,days,none,27,celsius,social interaction,sociality,number of contacts,frequency of social behaviour,NA,fig4d,yan_2023_fig4d,NA,NA,NA,16,3.59479052,0.92200627,NA,NA,0.230501567,study reports mean and se ,exact sample size provided,NA,NA,NA,16,2.377956664,1.200752351,NA,NA,0.300188088,study reports mean and se ,exact sample size provided,,,,
,,KM,Molecular Mechanisms of Tebuconazole Affecting the Social Behavior and Reproduction of Zebrafish, 10.3390/ijerph20053928,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10002025/#:~:text=Consequently%2C%20TEB%20might%20influence%20the,affecting%20the%20reproduction%20of%20zebrafish.",Environmental Research and Public Health,yan_2023,yan_2023_exp_006,yan_2023_exp2_006,yan_2023_exp_006_assay_002,yan_2023_exp2_006_assay2_002,zebrafish ,Danio rerio ,commercial supplier,male ,tebuconazole,analytical,107534-96-3,in paper,triazole,1.6,mg/L,21,days,DMSO ,27,celsius,social interaction,sociality,number of contacts,frequency of social behaviour,NA,fig4d,yan_2023_fig4d,NA,NA,NA,16,2.560213717,1.243636364,NA,NA,0.310909091,study reports mean and se ,exact sample size provided,NA,NA,NA,16,2.377956664,1.200752351,NA,NA,0.300188088,study reports mean and se ,exact sample size provided,,,,
,,KM,Molecular Mechanisms of Tebuconazole Affecting the Social Behavior and Reproduction of Zebrafish, 10.3390/ijerph20053928,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10002025/#:~:text=Consequently%2C%20TEB%20might%20influence%20the,affecting%20the%20reproduction%20of%20zebrafish.",Environmental Research and Public Health,yan_2023,yan_2023_exp_007,yan_2023_exp2_007,yan_2023_exp_007_assay_001,yan_2023_exp2_007_assay2_001,zebrafish ,Danio rerio ,commercial supplier,mixed,tebuconazole,analytical,107534-96-3,in paper,triazole,0.4,mg/L,21,days,none,27,celsius,social interaction,sociality,number of contacts,frequency of social behaviour,NA,fig4d,yan_2023_fig4d,NA,NA,NA,16,2.364328771,0.963009404,NA,NA,0.240752351,study reports mean and se ,exact sample size provided,NA,NA,NA,16,1.288466702,0.481504702,NA,NA,0.120376176,study reports mean and se ,exact sample size provided,,,,
,,KM,Molecular Mechanisms of Tebuconazole Affecting the Social Behavior and Reproduction of Zebrafish, 10.3390/ijerph20053928,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10002025/#:~:text=Consequently%2C%20TEB%20might%20influence%20the,affecting%20the%20reproduction%20of%20zebrafish.",Environmental Research and Public Health,yan_2023,yan_2023_exp_007,yan_2023_exp2_007,yan_2023_exp_007_assay_002,yan_2023_exp2_007_assay2_002,zebrafish ,Danio rerio ,commercial supplier,mixed,tebuconazole,analytical,107534-96-3,in paper,triazole,0.4,mg/L,21,days,DMSO ,27,celsius,social interaction,sociality,number of contacts,frequency of social behaviour,NA,fig4d,yan_2023_fig4d,NA,NA,NA,16,2.08219711,0.46645768,NA,NA,0.11661442,study reports mean and se ,exact sample size provided,NA,NA,NA,16,1.288466702,0.481504702,NA,NA,0.120376176,study reports mean and se ,exact sample size provided,,,,
,,KM,Molecular Mechanisms of Tebuconazole Affecting the Social Behavior and Reproduction of Zebrafish, 10.3390/ijerph20053928,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10002025/#:~:text=Consequently%2C%20TEB%20might%20influence%20the,affecting%20the%20reproduction%20of%20zebrafish.",Environmental Research and Public Health,yan_2023,yan_2023_exp_008,yan_2023_exp2_008,yan_2023_exp_008_assay_001,yan_2023_exp2_008_assay2_001,zebrafish ,Danio rerio ,commercial supplier,mixed,tebuconazole,analytical,107534-96-3,in paper,triazole,0.8,mg/L,21,days,none,27,celsius,social interaction,sociality,number of contacts,frequency of social behaviour,NA,fig4d,yan_2023_fig4d,NA,NA,NA,16,2.364328771,0.963009404,NA,NA,0.240752351,study reports mean and se ,exact sample size provided,NA,NA,NA,16,2.097244132,0.406269592,NA,NA,0.101567398,study reports mean and se ,exact sample size provided,,,,
